##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
phylloquinone biosynthetic process	Gene Ontology	GO:0042372	2	15	0.414364259392	0.961194196079	Barthea33792|Barthea33474	http://amigo.geneontology.org/amigo/term/GO:0042372
sodium ion import across plasma membrane	Gene Ontology	GO:0098719	2	15	0.414364259392	0.961194196079	Barthea16685|Barthea30494	http://amigo.geneontology.org/amigo/term/GO:0098719
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	Gene Ontology	GO:0032436	2	15	0.414364259392	0.961194196079	Barthea26769|Barthea26770	http://amigo.geneontology.org/amigo/term/GO:0032436
response to iron ion starvation	Gene Ontology	GO:1990641	2	15	0.414364259392	0.961194196079	Barthea22267|Barthea44603	http://amigo.geneontology.org/amigo/term/GO:1990641
response to nitrate starvation	Gene Ontology	GO:0090548	2	15	0.414364259392	0.961194196079	Barthea34158|Barthea34159	http://amigo.geneontology.org/amigo/term/GO:0090548
isoleucine biosynthetic process	Gene Ontology	GO:0009097	2	15	0.414364259392	0.961194196079	Barthea27679|Barthea28806	http://amigo.geneontology.org/amigo/term/GO:0009097
autophagy of peroxisome	Gene Ontology	GO:0030242	2	15	0.414364259392	0.961194196079	Barthea24545|Barthea24546	http://amigo.geneontology.org/amigo/term/GO:0030242
NAD(P)+ nucleosidase activity	Gene Ontology	GO:0050135	2	15	0.414364259392	0.961194196079	Barthea20149|Barthea08628	http://amigo.geneontology.org/amigo/term/GO:0050135
sodium ion transmembrane transporter activity	Gene Ontology	GO:0015081	2	15	0.414364259392	0.961194196079	Barthea16685|Barthea30494	http://amigo.geneontology.org/amigo/term/GO:0015081
arginine transmembrane transporter activity	Gene Ontology	GO:0015181	2	15	0.414364259392	0.961194196079	Barthea06305|Barthea03971	http://amigo.geneontology.org/amigo/term/GO:0015181
NuA4 histone acetyltransferase complex	Gene Ontology	GO:0035267	2	15	0.414364259392	0.961194196079	Barthea36737|Barthea36738	http://amigo.geneontology.org/amigo/term/GO:0035267
stem cell population maintenance	Gene Ontology	GO:0019827	2	15	0.414364259392	0.961194196079	Barthea44426|Barthea20942	http://amigo.geneontology.org/amigo/term/GO:0019827
stamen filament development	Gene Ontology	GO:0080086	2	15	0.414364259392	0.961194196079	Barthea27864|Barthea37350	http://amigo.geneontology.org/amigo/term/GO:0080086
farnesyltranstransferase activity	Gene Ontology	GO:0004311	2	15	0.414364259392	0.961194196079	Barthea17510|Barthea02270	http://amigo.geneontology.org/amigo/term/GO:0004311
L-lysine transmembrane transporter activity	Gene Ontology	GO:0015189	2	15	0.414364259392	0.961194196079	Barthea06305|Barthea03971	http://amigo.geneontology.org/amigo/term/GO:0015189
mitochondria-nucleus signaling pathway	Gene Ontology	GO:0031930	2	15	0.414364259392	0.961194196079	Barthea03153|Barthea43745	http://amigo.geneontology.org/amigo/term/GO:0031930
regulation of peroxisome size	Gene Ontology	GO:0044375	2	15	0.414364259392	0.961194196079	Barthea41870|Barthea12864	http://amigo.geneontology.org/amigo/term/GO:0044375
NAD+ nucleotidase, cyclic ADP-ribose generating	Gene Ontology	GO:0061809	2	15	0.414364259392	0.961194196079	Barthea20149|Barthea08628	http://amigo.geneontology.org/amigo/term/GO:0061809
Ycf2/FtsHi complex	Gene Ontology	GO:0062091	2	15	0.414364259392	0.961194196079	Barthea38076|Barthea38006	http://amigo.geneontology.org/amigo/term/GO:0062091
hydrogen peroxide biosynthetic process	Gene Ontology	GO:0050665	2	15	0.414364259392	0.961194196079	Barthea02766|Barthea01414	http://amigo.geneontology.org/amigo/term/GO:0050665
N-acyltransferase activity	Gene Ontology	GO:0016410	2	15	0.414364259392	0.961194196079	Barthea01599|Barthea07706	http://amigo.geneontology.org/amigo/term/GO:0016410
phosphoric diester hydrolase activity	Gene Ontology	GO:0008081	2	15	0.414364259392	0.961194196079	Barthea16377|Barthea05200	http://amigo.geneontology.org/amigo/term/GO:0008081
phosphoprotein phosphatase activity	Gene Ontology	GO:0004721	9	89	0.418314346992	0.961194196079	Barthea02211|Barthea38371|Barthea33129|Barthea22295|Barthea02732|Barthea37810|Barthea36688|Barthea23636|Barthea20202	http://amigo.geneontology.org/amigo/term/GO:0004721
ribonucleoprotein complex	Gene Ontology	GO:1990904	9	89	0.418314346992	0.961194196079	Barthea44797|Barthea44796|Barthea37970|Barthea13397|Barthea44313|Barthea33988|Barthea10433|Barthea44611|Barthea44305	http://amigo.geneontology.org/amigo/term/GO:1990904
methyl indole-3-acetate esterase activity	Gene Ontology	GO:0080030	6	57	0.418921753881	0.961194196079	Barthea37763|Barthea27471|Barthea26468|Barthea31154|Barthea44530|Barthea10829	http://amigo.geneontology.org/amigo/term/GO:0080030
chromosome	Gene Ontology	GO:0005694	6	57	0.418921753881	0.961194196079	Barthea31641|Barthea07476|Barthea31643|Barthea31642|Barthea06146|Barthea06147	http://amigo.geneontology.org/amigo/term/GO:0005694
trehalose biosynthetic process	Gene Ontology	GO:0005992	4	36	0.421543835722	0.961194196079	Barthea33927|Barthea35786|Barthea12914|Barthea08208	http://amigo.geneontology.org/amigo/term/GO:0005992
potassium ion transmembrane transport	Gene Ontology	GO:0071805	8	79	0.427440492829	0.961194196079	Barthea30494|Barthea30238|Barthea19928|Barthea16685|Barthea44239|Barthea01380|Barthea29653|Barthea22807	http://amigo.geneontology.org/amigo/term/GO:0071805
intracellular membrane-bounded organelle	Gene Ontology	GO:0043231	39	417	0.428081462162	0.961194196079	Barthea06422|Barthea33598|Barthea24173|Barthea24174|Barthea26181|Barthea14682|Barthea13443|Barthea06805|Barthea12041|Barthea12043|Barthea35559|Barthea04439|Barthea37048|Barthea36754|Barthea36755|Barthea45936|Barthea33041|Barthea44153|Barthea11728|Barthea31435|Barthea41314|Barthea11730|Barthea00594|Barthea29133|Barthea14230|Barthea39274|Barthea46409|Barthea35547|Barthea09876|Barthea41585|Barthea41586|Barthea14497|Barthea27977|Barthea12039|Barthea31584|Barthea37811|Barthea31582|Barthea33042|Barthea02008	http://amigo.geneontology.org/amigo/term/GO:0043231
cell-cell signaling involved in cell fate commitment	Gene Ontology	GO:0045168	3	26	0.431931476321	0.961194196079	Barthea37452|Barthea30823|Barthea27705	http://amigo.geneontology.org/amigo/term/GO:0045168
negative regulation of response to salt stress	Gene Ontology	GO:1901001	3	26	0.431931476321	0.961194196079	Barthea32390|Barthea32558|Barthea44316	http://amigo.geneontology.org/amigo/term/GO:1901001
gibberellic acid homeostasis	Gene Ontology	GO:0010336	3	26	0.431931476321	0.961194196079	Barthea39605|Barthea10036|Barthea26971	http://amigo.geneontology.org/amigo/term/GO:0010336
RNA polymerase I complex	Gene Ontology	GO:0005736	3	26	0.431931476321	0.961194196079	Barthea44548|Barthea44546|Barthea44547	http://amigo.geneontology.org/amigo/term/GO:0005736
water channel activity	Gene Ontology	GO:0015250	6	58	0.433942492821	0.961194196079	Barthea30373|Barthea28110|Barthea18819|Barthea02806|Barthea39423|Barthea33297	http://amigo.geneontology.org/amigo/term/GO:0015250
spliceosomal complex	Gene Ontology	GO:0005681	6	58	0.433942492821	0.961194196079	Barthea17376|Barthea08542|Barthea28624|Barthea28983|Barthea28623|Barthea15782	http://amigo.geneontology.org/amigo/term/GO:0005681
chloroplast thylakoid lumen	Gene Ontology	GO:0009543	7	69	0.437532933896	0.961194196079	Barthea40421|Barthea02289|Barthea26211|Barthea04176|Barthea11914|Barthea40422|Barthea15354	http://amigo.geneontology.org/amigo/term/GO:0009543
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Gene Ontology	GO:0016616	8	80	0.440229200883	0.961194196079	Barthea08610|Barthea16018|Barthea00394|Barthea12566|Barthea22207|Barthea02464|Barthea08773|Barthea32079	http://amigo.geneontology.org/amigo/term/GO:0016616
protein histidine kinase activity	Gene Ontology	GO:0004673	4	37	0.440461562693	0.961194196079	Barthea30235|Barthea01414|Barthea11676|Barthea30234	http://amigo.geneontology.org/amigo/term/GO:0004673
plastid chromosome	Gene Ontology	GO:0009508	4	37	0.440461562693	0.961194196079	Barthea17417|Barthea08277|Barthea11830|Barthea12114	http://amigo.geneontology.org/amigo/term/GO:0009508
calcium:proton antiporter activity	Gene Ontology	GO:0015369	2	16	0.443529410969	0.961194196079	Barthea33418|Barthea17721	http://amigo.geneontology.org/amigo/term/GO:0015369
ribosomal subunit export from nucleus	Gene Ontology	GO:0000054	2	16	0.443529410969	0.961194196079	Barthea24220|Barthea24969	http://amigo.geneontology.org/amigo/term/GO:0000054
pectin acetylesterase activity	Gene Ontology	GO:0052793	2	16	0.443529410969	0.961194196079	Barthea21073|Barthea30745	http://amigo.geneontology.org/amigo/term/GO:0052793
gibberellin catabolic process	Gene Ontology	GO:0045487	2	16	0.443529410969	0.961194196079	Barthea00542|Barthea21293	http://amigo.geneontology.org/amigo/term/GO:0045487
sulfotransferase activity	Gene Ontology	GO:0008146	2	16	0.443529410969	0.961194196079	Barthea45013|Barthea44984	http://amigo.geneontology.org/amigo/term/GO:0008146
histidine biosynthetic process	Gene Ontology	GO:0000105	2	16	0.443529410969	0.961194196079	Barthea13384|Barthea17177	http://amigo.geneontology.org/amigo/term/GO:0000105
glycerol ether metabolic process	Gene Ontology	GO:0006662	2	16	0.443529410969	0.961194196079	Barthea02117|Barthea39677	http://amigo.geneontology.org/amigo/term/GO:0006662
positive regulation of GTPase activity	Gene Ontology	GO:0043547	2	16	0.443529410969	0.961194196079	Barthea22750|Barthea04808	http://amigo.geneontology.org/amigo/term/GO:0043547
ion homeostasis	Gene Ontology	GO:0050801	2	16	0.443529410969	0.961194196079	Barthea08217|Barthea19270	http://amigo.geneontology.org/amigo/term/GO:0050801
sucrose synthase activity	Gene Ontology	GO:0016157	2	16	0.443529410969	0.961194196079	Barthea07912|Barthea14801	http://amigo.geneontology.org/amigo/term/GO:0016157
glycogen biosynthetic process	Gene Ontology	GO:0005978	2	16	0.443529410969	0.961194196079	Barthea23916|Barthea23686	http://amigo.geneontology.org/amigo/term/GO:0005978
UV protection	Gene Ontology	GO:0009650	2	16	0.443529410969	0.961194196079	Barthea07449|Barthea35017	http://amigo.geneontology.org/amigo/term/GO:0009650
alternative respiration	Gene Ontology	GO:0010230	2	16	0.443529410969	0.961194196079	Barthea35190|Barthea07603	http://amigo.geneontology.org/amigo/term/GO:0010230
cinnamyl-alcohol dehydrogenase activity	Gene Ontology	GO:0045551	2	16	0.443529410969	0.961194196079	Barthea12566|Barthea08773	http://amigo.geneontology.org/amigo/term/GO:0045551
kinase activity	Gene Ontology	GO:0016301	50	541	0.443971947126	0.961194196079	Barthea00613|Barthea16007|Barthea04646|Barthea01682|Barthea25267|Barthea04801|Barthea29284|Barthea35731|Barthea02509|Barthea07068|Barthea39360|Barthea37932|Barthea29289|Barthea44924|Barthea20008|Barthea01308|Barthea07925|Barthea12485|Barthea41804|Barthea15408|Barthea34075|Barthea31146|Barthea20287|Barthea40351|Barthea32980|Barthea34158|Barthea15965|Barthea11588|Barthea00566|Barthea44110|Barthea44925|Barthea22281|Barthea20980|Barthea36814|Barthea00867|Barthea38511|Barthea29290|Barthea17818|Barthea15992|Barthea15409|Barthea00868|Barthea44817|Barthea28885|Barthea20981|Barthea42244|Barthea34159|Barthea40574|Barthea35086|Barthea36035|Barthea19459	http://amigo.geneontology.org/amigo/term/GO:0016301
regulation of circadian rhythm	Gene Ontology	GO:0042752	6	59	0.448893878564	0.961194196079	Barthea28885|Barthea11837|Barthea09324|Barthea39746|Barthea10531|Barthea03230	http://amigo.geneontology.org/amigo/term/GO:0042752
4 iron, 4 sulfur cluster binding	Gene Ontology	GO:0051539	7	70	0.451252357719	0.961194196079	Barthea22267|Barthea28962|Barthea29868|Barthea08226|Barthea42275|Barthea39419|Barthea33903	http://amigo.geneontology.org/amigo/term/GO:0051539
potassium channel activity	Gene Ontology	GO:0005267	1	6	0.45228381056	0.961194196079	Barthea30238	http://amigo.geneontology.org/amigo/term/GO:0005267
negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway	Gene Ontology	GO:1903298	1	6	0.45228381056	0.961194196079	Barthea09793	http://amigo.geneontology.org/amigo/term/GO:1903298
cellular response to singlet oxygen	Gene Ontology	GO:0071452	1	6	0.45228381056	0.961194196079	Barthea36319	http://amigo.geneontology.org/amigo/term/GO:0071452
F-actin capping protein complex	Gene Ontology	GO:0008290	1	6	0.45228381056	0.961194196079	Barthea36743	http://amigo.geneontology.org/amigo/term/GO:0008290
high-affinity oligopeptide transmembrane transporter activity	Gene Ontology	GO:0015334	1	6	0.45228381056	0.961194196079	Barthea32806	http://amigo.geneontology.org/amigo/term/GO:0015334
L-leucine transaminase activity	Gene Ontology	GO:0052654	1	6	0.45228381056	0.961194196079	Barthea28806	http://amigo.geneontology.org/amigo/term/GO:0052654
Rad51B-Rad51C-Rad51D-XRCC2 complex	Gene Ontology	GO:0033063	1	6	0.45228381056	0.961194196079	Barthea02734	http://amigo.geneontology.org/amigo/term/GO:0033063
multicellular organismal water homeostasis	Gene Ontology	GO:0050891	1	6	0.45228381056	0.961194196079	Barthea08676	http://amigo.geneontology.org/amigo/term/GO:0050891
regulation of starch biosynthetic process	Gene Ontology	GO:0010581	1	6	0.45228381056	0.961194196079	Barthea39450	http://amigo.geneontology.org/amigo/term/GO:0010581
male meiosis II	Gene Ontology	GO:0007142	1	6	0.45228381056	0.961194196079	Barthea15412	http://amigo.geneontology.org/amigo/term/GO:0007142
protein kinase inhibitor activity	Gene Ontology	GO:0004860	1	6	0.45228381056	0.961194196079	Barthea34419	http://amigo.geneontology.org/amigo/term/GO:0004860
anion transmembrane transporter activity	Gene Ontology	GO:0008509	1	6	0.45228381056	0.961194196079	Barthea08676	http://amigo.geneontology.org/amigo/term/GO:0008509
oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor	Gene Ontology	GO:0016682	1	6	0.45228381056	0.961194196079	Barthea25270	http://amigo.geneontology.org/amigo/term/GO:0016682
response to pheromone	Gene Ontology	GO:0019236	1	6	0.45228381056	0.961194196079	Barthea14713	http://amigo.geneontology.org/amigo/term/GO:0019236
shoot organ boundary specification	Gene Ontology	GO:0090470	1	6	0.45228381056	0.961194196079	Barthea14682	http://amigo.geneontology.org/amigo/term/GO:0090470
arsenite transmembrane transporter activity	Gene Ontology	GO:0015105	1	6	0.45228381056	0.961194196079	Barthea02806	http://amigo.geneontology.org/amigo/term/GO:0015105
trans-octaprenyltranstransferase activity	Gene Ontology	GO:0050347	1	6	0.45228381056	0.961194196079	Barthea00535	http://amigo.geneontology.org/amigo/term/GO:0050347
hydroxypyruvate reductase activity	Gene Ontology	GO:0016618	1	6	0.45228381056	0.961194196079	Barthea04242	http://amigo.geneontology.org/amigo/term/GO:0016618
arginine catabolic process	Gene Ontology	GO:0006527	1	6	0.45228381056	0.961194196079	Barthea24376	http://amigo.geneontology.org/amigo/term/GO:0006527
isocitrate dehydrogenase (NADP+) activity	Gene Ontology	GO:0004450	1	6	0.45228381056	0.961194196079	Barthea06540	http://amigo.geneontology.org/amigo/term/GO:0004450
all-trans-nonaprenyl-diphosphate synthase (geranylgeranyl-diphosphate specific) activity	Gene Ontology	GO:0052924	1	6	0.45228381056	0.961194196079	Barthea00535	http://amigo.geneontology.org/amigo/term/GO:0052924
adenine transport	Gene Ontology	GO:0015853	1	6	0.45228381056	0.961194196079	Barthea46129	http://amigo.geneontology.org/amigo/term/GO:0015853
response to histidine	Gene Ontology	GO:0080052	1	6	0.45228381056	0.961194196079	Barthea29250	http://amigo.geneontology.org/amigo/term/GO:0080052
mitotic cell cycle checkpoint	Gene Ontology	GO:0007093	1	6	0.45228381056	0.961194196079	Barthea35838	http://amigo.geneontology.org/amigo/term/GO:0007093
magnesium chelatase activity	Gene Ontology	GO:0016851	1	6	0.45228381056	0.961194196079	Barthea02875	http://amigo.geneontology.org/amigo/term/GO:0016851
xanthophyll catabolic process	Gene Ontology	GO:0016124	1	6	0.45228381056	0.961194196079	Barthea35151	http://amigo.geneontology.org/amigo/term/GO:0016124
cortical actin cytoskeleton	Gene Ontology	GO:0030864	1	6	0.45228381056	0.961194196079	Barthea14773	http://amigo.geneontology.org/amigo/term/GO:0030864
inositol tetrakisphosphate 1-kinase activity	Gene Ontology	GO:0047325	1	6	0.45228381056	0.961194196079	Barthea36358	http://amigo.geneontology.org/amigo/term/GO:0047325
p-coumarate 3-hydroxylase activity	Gene Ontology	GO:0046409	1	6	0.45228381056	0.961194196079	Barthea37048	http://amigo.geneontology.org/amigo/term/GO:0046409
transferase activity, transferring alkyl or aryl (other than methyl) groups	Gene Ontology	GO:0016765	1	6	0.45228381056	0.961194196079	Barthea07684	http://amigo.geneontology.org/amigo/term/GO:0016765
citrate dehydratase activity	Gene Ontology	GO:0047780	1	6	0.45228381056	0.961194196079	Barthea22267	http://amigo.geneontology.org/amigo/term/GO:0047780
guanine transport	Gene Ontology	GO:0015854	1	6	0.45228381056	0.961194196079	Barthea46129	http://amigo.geneontology.org/amigo/term/GO:0015854
homogentisate catabolic process	Gene Ontology	GO:1902000	1	6	0.45228381056	0.961194196079	Barthea45919	http://amigo.geneontology.org/amigo/term/GO:1902000
cellular respiration	Gene Ontology	GO:0045333	1	6	0.45228381056	0.961194196079	Barthea13916	http://amigo.geneontology.org/amigo/term/GO:0045333
sterol transport	Gene Ontology	GO:0015918	1	6	0.45228381056	0.961194196079	Barthea31649	http://amigo.geneontology.org/amigo/term/GO:0015918
transcription elongation factor complex	Gene Ontology	GO:0008023	1	6	0.45228381056	0.961194196079	Barthea02878	http://amigo.geneontology.org/amigo/term/GO:0008023
mitochondrial genome maintenance	Gene Ontology	GO:0000002	1	6	0.45228381056	0.961194196079	Barthea03482	http://amigo.geneontology.org/amigo/term/GO:0000002
glutamate dehydrogenase (NADP+) activity	Gene Ontology	GO:0004354	1	6	0.45228381056	0.961194196079	Barthea37980	http://amigo.geneontology.org/amigo/term/GO:0004354
2-alkenal reductase (NADP+) activity	Gene Ontology	GO:0035798	1	6	0.45228381056	0.961194196079	Barthea42864	http://amigo.geneontology.org/amigo/term/GO:0035798
1-deoxy-D-xylulose-5-phosphate synthase activity	Gene Ontology	GO:0008661	1	6	0.45228381056	0.961194196079	Barthea36963	http://amigo.geneontology.org/amigo/term/GO:0008661
RNA polyadenylation	Gene Ontology	GO:0043631	1	6	0.45228381056	0.961194196079	Barthea38087	http://amigo.geneontology.org/amigo/term/GO:0043631
RNA polymerase complex	Gene Ontology	GO:0030880	1	6	0.45228381056	0.961194196079	Barthea32504	http://amigo.geneontology.org/amigo/term/GO:0030880
negative regulation of telomere maintenance via telomerase	Gene Ontology	GO:0032211	1	6	0.45228381056	0.961194196079	Barthea20942	http://amigo.geneontology.org/amigo/term/GO:0032211
indole-3-acetic acid amido synthetase activity	Gene Ontology	GO:0010279	1	6	0.45228381056	0.961194196079	Barthea23740	http://amigo.geneontology.org/amigo/term/GO:0010279
regulation of cellular response to alkaline pH	Gene Ontology	GO:1900067	1	6	0.45228381056	0.961194196079	Barthea19495	http://amigo.geneontology.org/amigo/term/GO:1900067
inositol-1,3,4-trisphosphate 5-kinase activity	Gene Ontology	GO:0052726	1	6	0.45228381056	0.961194196079	Barthea36358	http://amigo.geneontology.org/amigo/term/GO:0052726
cortical endoplasmic reticulum	Gene Ontology	GO:0032541	1	6	0.45228381056	0.961194196079	Barthea32087	http://amigo.geneontology.org/amigo/term/GO:0032541
positive regulation of ethylene biosynthetic process	Gene Ontology	GO:0010365	1	6	0.45228381056	0.961194196079	Barthea37087	http://amigo.geneontology.org/amigo/term/GO:0010365
mitotic cytokinesis	Gene Ontology	GO:0000281	1	6	0.45228381056	0.961194196079	Barthea18248	http://amigo.geneontology.org/amigo/term/GO:0000281
pyrimidine nucleotide binding	Gene Ontology	GO:0019103	1	6	0.45228381056	0.961194196079	Barthea42795	http://amigo.geneontology.org/amigo/term/GO:0019103
positive regulation of organ growth	Gene Ontology	GO:0046622	1	6	0.45228381056	0.961194196079	Barthea39919	http://amigo.geneontology.org/amigo/term/GO:0046622
coumarin biosynthetic process	Gene Ontology	GO:0009805	1	6	0.45228381056	0.961194196079	Barthea37048	http://amigo.geneontology.org/amigo/term/GO:0009805
ribonuclease inhibitor activity	Gene Ontology	GO:0008428	1	6	0.45228381056	0.961194196079	Barthea41191	http://amigo.geneontology.org/amigo/term/GO:0008428
cellular amino acid biosynthetic process	Gene Ontology	GO:0008652	1	6	0.45228381056	0.961194196079	Barthea27679	http://amigo.geneontology.org/amigo/term/GO:0008652
4-hydroxy-4-methyl-2-oxoglutarate aldolase activity	Gene Ontology	GO:0047443	1	6	0.45228381056	0.961194196079	Barthea41191	http://amigo.geneontology.org/amigo/term/GO:0047443
transferase activity, transferring aldehyde or ketonic groups	Gene Ontology	GO:0016744	1	6	0.45228381056	0.961194196079	Barthea36963	http://amigo.geneontology.org/amigo/term/GO:0016744
glycoprotein 2-beta-D-xylosyltransferase activity	Gene Ontology	GO:0050513	1	6	0.45228381056	0.961194196079	Barthea15967	http://amigo.geneontology.org/amigo/term/GO:0050513
detoxification of copper ion	Gene Ontology	GO:0010273	1	6	0.45228381056	0.961194196079	Barthea30470	http://amigo.geneontology.org/amigo/term/GO:0010273
high-affinity secondary active ammonium transmembrane transporter activity	Gene Ontology	GO:0015398	1	6	0.45228381056	0.961194196079	Barthea39263	http://amigo.geneontology.org/amigo/term/GO:0015398
L-isoleucine transaminase activity	Gene Ontology	GO:0052656	1	6	0.45228381056	0.961194196079	Barthea28806	http://amigo.geneontology.org/amigo/term/GO:0052656
glycolate oxidase activity	Gene Ontology	GO:0008891	1	6	0.45228381056	0.961194196079	Barthea02766	http://amigo.geneontology.org/amigo/term/GO:0008891
peptide transport	Gene Ontology	GO:0015833	1	6	0.45228381056	0.961194196079	Barthea32806	http://amigo.geneontology.org/amigo/term/GO:0015833
peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	Gene Ontology	GO:0019919	1	6	0.45228381056	0.961194196079	Barthea35653	http://amigo.geneontology.org/amigo/term/GO:0019919
nucleoside transmembrane transport	Gene Ontology	GO:1901642	1	6	0.45228381056	0.961194196079	Barthea22349	http://amigo.geneontology.org/amigo/term/GO:1901642
drug transmembrane transport	Gene Ontology	GO:0006855	1	6	0.45228381056	0.961194196079	Barthea25307	http://amigo.geneontology.org/amigo/term/GO:0006855
translation repressor activity	Gene Ontology	GO:0030371	1	6	0.45228381056	0.961194196079	Barthea37020	http://amigo.geneontology.org/amigo/term/GO:0030371
selenium compound metabolic process	Gene Ontology	GO:0001887	1	6	0.45228381056	0.961194196079	Barthea12182	http://amigo.geneontology.org/amigo/term/GO:0001887
regulation of protein dephosphorylation	Gene Ontology	GO:0035304	1	6	0.45228381056	0.961194196079	Barthea42507	http://amigo.geneontology.org/amigo/term/GO:0035304
glucose-6-phosphate isomerase activity	Gene Ontology	GO:0004347	1	6	0.45228381056	0.961194196079	Barthea20086	http://amigo.geneontology.org/amigo/term/GO:0004347
1-deoxy-D-xylulose 5-phosphate biosynthetic process	Gene Ontology	GO:0052865	1	6	0.45228381056	0.961194196079	Barthea36963	http://amigo.geneontology.org/amigo/term/GO:0052865
nucleotide phosphorylation	Gene Ontology	GO:0046939	1	6	0.45228381056	0.961194196079	Barthea32457	http://amigo.geneontology.org/amigo/term/GO:0046939
response to phenylalanine	Gene Ontology	GO:0080053	1	6	0.45228381056	0.961194196079	Barthea29250	http://amigo.geneontology.org/amigo/term/GO:0080053
carotene beta-ring hydroxylase activity	Gene Ontology	GO:0010291	1	6	0.45228381056	0.961194196079	Barthea12905	http://amigo.geneontology.org/amigo/term/GO:0010291
cell volume homeostasis	Gene Ontology	GO:0006884	1	6	0.45228381056	0.961194196079	Barthea30287	http://amigo.geneontology.org/amigo/term/GO:0006884
peptidyl-proline dioxygenase activity	Gene Ontology	GO:0031543	1	6	0.45228381056	0.961194196079	Barthea12301	http://amigo.geneontology.org/amigo/term/GO:0031543
gibberellin binding	Gene Ontology	GO:0010331	1	6	0.45228381056	0.961194196079	Barthea41561	http://amigo.geneontology.org/amigo/term/GO:0010331
proton-transporting V-type ATPase complex assembly	Gene Ontology	GO:0070070	1	6	0.45228381056	0.961194196079	Barthea27335	http://amigo.geneontology.org/amigo/term/GO:0070070
[myelin basic protein]-arginine N-methyltransferase activity	Gene Ontology	GO:0016277	1	6	0.45228381056	0.961194196079	Barthea35653	http://amigo.geneontology.org/amigo/term/GO:0016277
rDNA heterochromatin assembly	Gene Ontology	GO:0000183	1	6	0.45228381056	0.961194196079	Barthea44611	http://amigo.geneontology.org/amigo/term/GO:0000183
L-valine transaminase activity	Gene Ontology	GO:0052655	1	6	0.45228381056	0.961194196079	Barthea28806	http://amigo.geneontology.org/amigo/term/GO:0052655
aconitate hydratase activity	Gene Ontology	GO:0003994	1	6	0.45228381056	0.961194196079	Barthea22267	http://amigo.geneontology.org/amigo/term/GO:0003994
cellular response to brassinosteroid stimulus	Gene Ontology	GO:0071367	1	6	0.45228381056	0.961194196079	Barthea13129	http://amigo.geneontology.org/amigo/term/GO:0071367
farnesyl diphosphate biosynthetic process, mevalonate pathway	Gene Ontology	GO:0010142	1	6	0.45228381056	0.961194196079	Barthea21020	http://amigo.geneontology.org/amigo/term/GO:0010142
pipecolic acid N-hydroxylase	Gene Ontology	GO:0062047	1	6	0.45228381056	0.961194196079	Barthea12301	http://amigo.geneontology.org/amigo/term/GO:0062047
response to leucine	Gene Ontology	GO:0043201	1	6	0.45228381056	0.961194196079	Barthea29250	http://amigo.geneontology.org/amigo/term/GO:0043201
L-lysine catabolic process to acetyl-CoA via saccharopine	Gene Ontology	GO:0033512	1	6	0.45228381056	0.961194196079	Barthea39835	http://amigo.geneontology.org/amigo/term/GO:0033512
non-membrane spanning protein tyrosine kinase activity	Gene Ontology	GO:0004715	1	6	0.45228381056	0.961194196079	Barthea38166	http://amigo.geneontology.org/amigo/term/GO:0004715
oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor	Gene Ontology	GO:0016655	1	6	0.45228381056	0.961194196079	Barthea02956	http://amigo.geneontology.org/amigo/term/GO:0016655
negative regulation of plant-type hypersensitive response	Gene Ontology	GO:0034051	1	6	0.45228381056	0.961194196079	Barthea41378	http://amigo.geneontology.org/amigo/term/GO:0034051
guanylate kinase activity	Gene Ontology	GO:0004385	1	6	0.45228381056	0.961194196079	Barthea11617	http://amigo.geneontology.org/amigo/term/GO:0004385
inositol phosphoceramide synthase activity	Gene Ontology	GO:0045140	1	6	0.45228381056	0.961194196079	Barthea13181	http://amigo.geneontology.org/amigo/term/GO:0045140
potassium channel complex	Gene Ontology	GO:0034705	1	6	0.45228381056	0.961194196079	Barthea30238	http://amigo.geneontology.org/amigo/term/GO:0034705
floral whorl development	Gene Ontology	GO:0048438	1	6	0.45228381056	0.961194196079	Barthea00200	http://amigo.geneontology.org/amigo/term/GO:0048438
regulation of protein serine/threonine phosphatase activity	Gene Ontology	GO:0080163	3	27	0.454221994949	0.961194196079	Barthea41057|Barthea09729|Barthea28408	http://amigo.geneontology.org/amigo/term/GO:0080163
acyl carrier activity	Gene Ontology	GO:0000036	3	27	0.454221994949	0.961194196079	Barthea25475|Barthea17892|Barthea19147	http://amigo.geneontology.org/amigo/term/GO:0000036
protein kinase regulator activity	Gene Ontology	GO:0019887	3	27	0.454221994949	0.961194196079	Barthea18118|Barthea05427|Barthea05900	http://amigo.geneontology.org/amigo/term/GO:0019887
meristem development	Gene Ontology	GO:0048507	3	27	0.454221994949	0.961194196079	Barthea03068|Barthea36737|Barthea36738	http://amigo.geneontology.org/amigo/term/GO:0048507
